fid,Nr_ID_JRG,Nazwa_jednostki,Nazwa_komendy_P-M,Nazwa_komendy_KW,Populacja,Liczba_SOR_w_OCH,l_karetek_p,l_karetek_s,l_wyjazdow_PRM,l_obs_pacjetnow_PRM,Liczba_strazakow_na_zm,liczba_zdarzen,liczba_rat_PRM,Liczba_pojazdow,pow_ob_ch,pow_ob_ch_km_kw,Liczba_dyspozytorni,Priorytet_KW,Wojewodztwo,Powiat,ID_JRG_PRIO,Long,Lat
348,1001002,JRG nr 2 Białystok,KM PSP Białystok,KW PSP Białystok,75991,0,1,0,929,567,9,1229,0,13,504539668,505,1,0,PODLASKIE,Białystok,1001002,23.15638889,53.15722222
349,0701003,JRG nr   3 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,181562,16,8,1,7225,3764,13,2783,1,10,24943125,25,3,0,MAZOWIECKIE,Warszawa,0701003,21.02083333,52.21388889
350,0701004,JRG nr   4 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,142335,11,4,1,4184,1955,13,2655,4,6,16195692,17,2,0,MAZOWIECKIE,Warszawa,0701004,20.99437778,52.23820833
351,0701005,JRG nr   5 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,104625,4,3,1,3241,1734,13,1647,2,6,14082055,15,1,0,MAZOWIECKIE,Warszawa,0701005,21.04111111,52.24805556
352,0701006,JRG nr   6 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,93335,2,0,0,0,0,8,729,2,7,11936852,12,0,0,MAZOWIECKIE,Warszawa,0701006,20.89371944,52.20973889
353,0701008,JRG nr   8 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,167521,4,5,0,4095,2087,15,1819,9,14,28060828,29,1,0,MAZOWIECKIE,Warszawa,0701008,21.09308333,52.24286111
354,0701009,JRG nr   9 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,122750,0,4,0,3029,1848,12,1607,4,10,29147978,30,2,0,MAZOWIECKIE,Warszawa,0701009,21.00411944,52.18355556
355,0701010,JRG nr 10 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,89469,0,1,0,624,405,22,1667,3,23,39716157,40,1,0,MAZOWIECKIE,Warszawa,0701010,20.96425833,52.33416111
356,0701011,JRG nr 11 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,91794,0,4,1,5356,2471,8,549,3,6,111979038,112,2,0,MAZOWIECKIE,Warszawa,0701011,20.931675,52.2978
357,0701012,JRG nr 12 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,64717,3,1,1,1458,823,8,1425,2,6,65685325,66,1,0,MAZOWIECKIE,Warszawa,0701012,21.19409722,52.18173889
358,0701015,JRG nr 15 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,173483,2,4,0,2961,1843,12,772,6,11,56510282,57,3,0,MAZOWIECKIE,Warszawa,0701015,21.07361111,52.2875
359,0701016,JRG nr 16 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,73121,0,3,0,1957,883,8,506,2,4,20625458,21,1,0,MAZOWIECKIE,Warszawa,0701016,20.886125,52.19444444
360,0701017,JRG nr 17 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,156690,2,3,1,3144,1533,9,1304,1,17,49357881,50,1,0,MAZOWIECKIE,Warszawa,0701017,21.03697778,52.14119722
361,0701053,JRG SGSP m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,55980,1,1,0,750,368,10,725,1,16,8542497,9,1,0,MAZOWIECKIE,Warszawa,0701053,20.97498056,52.27189722
362,0702001,JRG Błonie,KP PSP w pow. warsz. zachodnim,KW PSP Warszawa,64492,0,2,1,6803,2704,8,649,2,8,360465081,361,2,0,MAZOWIECKIE,warszawski zachodni,0702001,20.61361944,52.20580833
363,0738001P1,PJRG Tłuszcz,KP PSP Wołomin,KW PSP Warszawa,48683,0,1,0,474,287,5,601,3,1,522196046,523,1,0,0,0,0,0,0
364,0739001,JRG Wyszków,KP PSP Wyszków,KW PSP Warszawa,84164,1,5,1,2351,1200,9,827,2,6,978629882,979,3,0,MAZOWIECKIE,wyszkowski,0739001,21.45775556,52.59176111
365,0741001,JRG Żuromin,KP PSP Żuromin,KW PSP Warszawa,39117,0,1,1,2734,1381,7,349,1,10,911884536,912,2,0,MAZOWIECKIE,żuromiński,0741001,19.91223056,53.06475833
366,0129001,JRG Bogatynia,KP PSP Zgorzelec,KW PSP Wrocław,20993,0,1,0,2332,2332,7,520,0,4,136120007,137,1,0,DOLNOŚLĄSKIE,zgorzelecki,0129001,14.96056944,50.90288889
367,0111001,JRG Bystrzyca Kłodzka,KP PSP Kłodzko,KW PSP Wrocław,37210,1,1,1,3835,2254,7,368,0,10,788099135,789,2,0,DOLNOŚLĄSKIE,kłodzki,0111001,16.6472,50.29922222
368,0104001,JRG Dzierżoniów,KP PSP Dzierżoniów,KW PSP Wrocław,90637,0,3,1,11281,4073,9,1081,1,6,462474975,463,1,0,DOLNOŚLĄSKIE,dzierżoniowski,0104001,16.64861111,50.73243333
369,0105001,JRG Głogów,KP PSP Głogów,KW PSP Wrocław,87324,1,3,0,2281,4561,9,1051,0,9,491341030,492,1,0,DOLNOŚLĄSKIE,głogowski,0105001,16.05795833,51.66353056
370,0107001,JRG Jawor,KP PSP Jawor,KW PSP Wrocław,47828,1,2,1,5030,2540,7,694,0,5,529931703,530,1,0,DOLNOŚLĄSKIE,jaworski,0107001,16.19543056,51.04620556
371,0108001,JRG nr 1 Jelenia Góra,KM PSP Jelenia Góra,KW PSP Wrocław,43086,0,1,1,4510,1790,12,796,2,10,373396415,374,2,0,DOLNOŚLĄSKIE,Jelenia Góra,0108001,15.69985556,50.87098611
372,0108002,JRG nr 2 Jelenia Góra,KM PSP Jelenia Góra,KW PSP Wrocław,73095,2,2,1,8814,4558,7,833,1,6,313906743,314,1,0,DOLNOŚLĄSKIE,Jelenia Góra,0108002,15.73681944,50.90115833
373,0110001,JRG Kamienna Góra,KP PSP Kamienna Góra,KW PSP Wrocław,45338,2,1,1,3396,1591,7,721,1,7,494498440,495,1,0,DOLNOŚLĄSKIE,kamiennogórski,0110001,16.03516944,50.78845833
374,0111002,JRG Kłodzko,KP PSP Kłodzko,KW PSP Wrocław,67743,2,3,1,9638,5113,8,735,0,7,542658309,543,3,0,DOLNOŚLĄSKIE,kłodzki,0111002,16.64972222,50.43805556
375,0114001,JRG Lubań,KP PSP Lubań,KW PSP Wrocław,50004,1,0,1,3054,1071,8,974,2,9,440634778,441,1,0,DOLNOŚLĄSKIE,lubański,0114001,15.29129722,51.12323889
376,0115001,JRG Lubin,KP PSP Lubin,KW PSP Wrocław,100251,3,3,1,4949,2795,9,1240,2,10,665782255,666,1,0,DOLNOŚLĄSKIE,lubiński,0115001,16.21583333,51.39722222
377,0116001,JRG Lwówek Śląski,KP PSP Lwówek Śląski,KW PSP Wrocław,42389,1,2,0,3919,1770,7,419,0,8,694452376,695,2,0,DOLNOŚLĄSKIE,lwówecki,0116001,15.57643333,51.11213889
378,0117001,JRG Milicz,KP PSP Milicz,KW PSP Wrocław,37363,1,1,1,3031,1386,7,412,1,13,785229631,786,1,0,DOLNOŚLĄSKIE,milicki,0117001,17.28766389,51.51978889
379,0111003,JRG Nowa Ruda,KP PSP Kłodzko,KW PSP Wrocław,39109,0,2,0,4369,2399,7,383,1,9,335264651,336,1,0,DOLNOŚLĄSKIE,kłodzki,0111003,16.50268889,50.58425833
380,0118001,JRG Oleśnica,KP PSP Oleśnica,KW PSP Wrocław,72799,1,1,1,5558,2528,8,986,1,9,642046510,643,1,0,DOLNOŚLĄSKIE,oleśnicki,0118001,17.40055556,51.21416667
381,0122001,JRG Środa Śląska,KP PSP Środa Śląska,KW PSP Wrocław,32489,0,1,1,4294,2041,7,552,1,10,436670955,437,1,0,DOLNOŚLĄSKIE,średzki,0122001,16.58796667,51.17633611
382,0121001,JRG Strzelin,KP PSP Strzelin,KW PSP Wrocław,42203,0,1,1,4037,2014,7,1007,3,5,609876421,610,1,0,DOLNOŚLĄSKIE,strzeliński,0121001,17.07969444,50.78522222
383,0123001,JRG Świdnica,KP PSP Świdnica,KW PSP Wrocław,97121,3,2,1,9699,4812,8,886,0,7,468766430,469,2,0,DOLNOŚLĄSKIE,świdnicki,0123001,16.48574444,50.84021111
384,0123002,JRG Świebodzice,KP PSP Świdnica,KW PSP Wrocław,49335,0,1,1,4656,2789,7,520,3,5,289272308,290,2,0,DOLNOŚLĄSKIE,świdnicki,0123002,16.312,50.85931389
385,0118002,JRG Syców,KP PSP Oleśnica,KW PSP Wrocław,40121,0,2,0,3404,1353,7,512,0,8,575400241,576,2,0,DOLNOŚLĄSKIE,oleśnicki,0118002,17.72361111,51.30916667
386,0125001,JRG 1 Wałbrzych,KM PSP Wałbrzych,KW PSP Wrocław,75895,0,5,1,18122,11025,13,1143,2,15,297264674,298,1,0,DOLNOŚLĄSKIE,Wałbrzych,0125001,16.27805556,50.76416667
387,0125002,JRG 2 Wałbrzych,KM PSP Wałbrzych,KW PSP Wrocław,68722,1,0,0,0,0,9,734,2,16,120146366,121,0,0,DOLNOŚLĄSKIE,Wałbrzych,0125002,16.285,50.81888889
388,0101001,JRG nr 1 Wrocław,KM PSP Wrocław,KW PSP Wrocław,62757,0,4,0,13154,6651,11,2202,2,7,10734684,11,1,0,DOLNOŚLĄSKIE,Wrocław,0101001,17.03635556,51.10539167
389,0101004,JRG nr 4 Wrocław,KM PSP Wrocław,KW PSP Wrocław,125325,0,7,1,27975,14822,8,2019,0,11,48740422,49,2,0,DOLNOŚLĄSKIE,Wrocław,0101004,16.98234167,51.09543611
390,0101008,JRG nr 8 Wrocław,KM PSP Wrocław,KW PSP Wrocław,64611,0,0,0,0,0,8,862,0,6,5576900,6,0,0,DOLNOŚLĄSKIE,Wrocław,0101008,17.03797778,51.12395833
391,0129002,JRG Zgorzelec,KP PSP Zgorzelec,KW PSP Wrocław,59146,1,3,0,6184,6184,9,1185,0,13,675238934,676,2,0,DOLNOŚLĄSKIE,zgorzelecki,0129002,15.01316667,51.14925
392,0106001,JRG Góra,KP PSP Góra,KW PSP Wrocław,30888,0,2,2,5941,886,0,0,0,0,709382948,710,2,0,DOLNOŚLĄSKIE,górowski,0106001,16.53741667,51.68017222
393,0128001,JRG Ząbkowice Śląskie,KP PSP Ząbkowice Śląskie,KW PSP Wrocław,42404,1,3,0,5231,5610,8,905,0,10,499193208,500,1,0,DOLNOŚLĄSKIE,ząbkowicki,0128001,16.815125,50.60235278
394,0101007,JRG nr 7 Wrocław,KM PSP Wrocław,KW PSP Wrocław,124522,2,2,0,5951,3238,10,1287,0,18,214684335,215,1,0,DOLNOŚLĄSKIE,Wrocław,0101007,16.88493889,51.14384444
395,0102001,JRG nr 6 Kąty Wrocławskie,KM PSP Wrocław,KW PSP Wrocław,65029,0,1,1,6005,2203,8,1254,1,4,679052532,680,2,0,DOLNOŚLĄSKIE,wrocławski,0102001,16.77119722,51.02870556
396,0101009,JRG nr 9 Wrocław,KM PSP Wrocław,KW PSP Wrocław,133644,2,0,0,0,0,8,1238,2,6,122461295,123,0,0,DOLNOŚLĄSKIE,Wrocław,0101009,17.03512778,51.08184444
397,0101005,JRG nr 5 Wrocław,KM PSP Wrocław,KW PSP Wrocław,132121,2,2,0,6820,3359,7,1434,3,5,214918280,215,1,0,DOLNOŚLĄSKIE,Wrocław,0101005,17.05208056,51.13828333
398,0103001,JRG Bolesławiec,KP PSP Bolesławiec,KW PSP Wrocław,84885,1,4,0,9385,5631,9,1499,7,10,1264219143,1265,1,0,DOLNOŚLĄSKIE,bolesławiecki,0103001,15.55805556,51.26527778
399,0120001,JRG Polkowice,KP PSP Polkowice,KW PSP Wrocław,47913,0,2,1,5303,2481,7,689,3,10,613773082,614,1,0,DOLNOŚLĄSKIE,polkowicki,0120001,16.08881944,51.50666944
400,0113001,JRG Chojnów,KM PSP Legnica,KW PSP Wrocław,25121,0,1,0,2093,989,7,402,1,12,363282177,364,1,0,DOLNOŚLĄSKIE,legnicki,0113001,15.94297778,51.27876667
401,0130001,JRG Złotoryja,KP PSP Złotoryja,KW PSP Wrocław,34395,0,1,1,3753,747,7,526,3,14,497719166,498,1,0,DOLNOŚLĄSKIE,złotoryjski,0130001,15.94464444,51.13473611
402,0119002,JRG Oława,KP PSP Oława,KW PSP Wrocław,54773,1,1,1,4426,2065,7,610,0,9,372725550,373,1,0,DOLNOŚLĄSKIE,oławski,0119002,17.28463611,50.94853889
403,0127001,JRG Wołów,KP PSP Wołów,KW PSP Wrocław,46911,3,1,1,4656,1928,7,581,1,8,715366834,716,1,0,DOLNOŚLĄSKIE,wołowski,0127001,16.64194444,51.33472222
404,0124001,JRG Trzebnica,KP PSP Trzebnica,KW PSP Wrocław,78898,1,2,1,7111,3070,7,947,1,6,870120772,871,1,0,DOLNOŚLĄSKIE,trzebnicki,0124001,17.05823889,51.30883889
405,0740001,JRG Zwoleń,KP PSP Zwoleń,KW PSP Warszawa,39010,0,2,0,781,442,7,330,0,5,622139990,623,2,0,MAZOWIECKIE,zwoleński,0740001,21.587,51.35646111
406,0717001P1,PJRG Wydmusy,KM PSP Ostrołęka,KW PSP Warszawa,16043,0,1,0,1190,517,0,0,0,0,480317821,481,1,0,0,0,0,0,0
407,0717001,JRG Ostrołęka,KM PSP Ostrołęka,KW PSP Warszawa,111704,1,3,1,5917,3470,13,740,4,22,1495562199,1496,3,0,MAZOWIECKIE,Ostrołęka,0717001,21.59218889,53.08587778
408,1008001,JRG Łomża,KM PSP Łomża,KW PSP Białystok,102201,1,3,1,7802,4530,13,887,6,21,1343493689,1344,2,7,PODLASKIE,Łomża,1008001,22.05641944,53.18135
409,0737001,JRG Węgrów,KP PSP Węgrów,KW PSP Warszawa,51152,0,2,0,604,334,8,1068,0,10,1119895515,1120,1,0,MAZOWIECKIE,węgrowski,0737001,22.03166111,52.39564444
410,0719001,JRG Ostrów Mazowiecka,KP PSP Ostrów Mazowiecka,KW PSP Warszawa,67293,1,3,1,1394,688,8,735,1,10,1206693049,1207,3,0,MAZOWIECKIE,ostrowski,0719001,21.89476111,52.80473056
411,0737001,JRG Węgrów,KP PSP Węgrów,KW PSP Warszawa,313,0,0,0,0,0,0,0,0,0,5770515,6,0,0,MAZOWIECKIE,węgrowski,0737001,22.03166111,52.39564444
412,0737001,JRG Węgrów,KP PSP Węgrów,KW PSP Warszawa,132,0,0,0,0,0,0,0,0,0,6383752,7,0,0,MAZOWIECKIE,węgrowski,0737001,22.03166111,52.39564444
413,1016001,JRG Wysokie Mazowieckie,KP PSP Wysokie Mazowieckie,KW PSP Białystok,50468,1,2,2,4254,2416,7,434,1,9,1178717399,1179,3,9,PODLASKIE,wysokomazowiecki,1016001,22.51418889,52.91368333
414,0711001,JRG Lipsko,KP PSP Lipsko,KW PSP Warszawa,36750,1,2,0,1983,1293,7,906,3,10,968692048,969,1,0,MAZOWIECKIE,lipski,0711001,21.64893056,51.16048889
415,0401002,JRG nr 2 Gorzów Wielkopolski,KM PSP Gorzów Wielkopolski,KW PSP Gorzów Wielkopolski,93090,0,1,1,5117,3037,10,1417,1,14,590865786,591,1,0,LUBUSKIE,Gorzów Wielkopolski,0401002,15.23763889,52.7339
416,0412002,JRG Żagań,KP PSP Żagań,KW PSP Gorzów Wielkopolski,44038,0,4,1,84000,1200,7,852,3,11,718767712,719,1,0,LUBUSKIE,żagański,0412002,15.32492778,51.62111944
417,1232001,JRG Wodzisław Śląski,KP PSP Wodzisław Śląski,KW PSP Katowice,93689,0,2,1,7401,3475,8,719,2,18,225115970,226,1,26,ŚLĄSKIE,wodzisławski,1232001,18.44972222,50.00555556
418,1203004,PJRG nr 2 - Czechowice,KM PSP Bielsko Biała,KW PSP Katowice,62926,0,2,0,4341,2128,6,647,0,2,133063647,134,1,13,0,0,0,0,0
419,1207002,JRG Skoczów,KP PSP Cieszyn,KW PSP Katowice,67685,0,1,0,1742,784,8,889,0,3,300570890,301,1,0,ŚLĄSKIE,cieszyński,1207002,18.78666389,49.80091111
420,1211001,JRG Gliwice,KM PSP Gliwice,KW PSP Katowice,164852,2,5,1,19662,8514,15,2825,5,10,218232231,219,2,0,ŚLĄSKIE,Gliwice,1211001,18.67436667,50.29221667
421,1306001,JRG Końskie,KP PSP Końskie,KW PSP Kielce,74622,1,2,0,5758,2974,9,1430,2,17,1139422787,1140,1,5,ŚWIĘTOKRZYSKIE,konecki,1306001,20.40551111,51.19116111
422,0620001,JRG Andrychów,KP PSP Wadowice,KW PSP Kraków,87467,0,3,0,6280,3063,8,624,0,7,276280410,277,2,0,MAŁOPOLSKIE,wadowicki,0620001,19.33179444,49.85566111
423,0609001,JRG Miechów,KP PSP Miechów,KW PSP Kraków,55831,1,3,1,3809,1714,8,816,3,5,718328389,719,2,0,MAŁOPOLSKIE,miechowski,0609001,20.03974167,50.35581944
424,0610001,JRG Myślenice,KP PSP Myślenice,KW PSP Kraków,121784,1,4,1,6902,4829,11,1531,2,12,645904527,646,4,0,MAŁOPOLSKIE,myślenicki,0610001,19.953125,49.83150556
425,0622001,JRG Zakopane,KP PSP Zakopane,KW PSP Kraków,60572,3,2,1,5387,3370,10,696,1,10,458347859,459,2,0,MAŁOPOLSKIE,tatrzański,0622001,19.95485833,49.30164167
426,0614002,JRG Wolbrom,KP PSP Olkusz,KW PSP Kraków,31862,0,0,1,1635,870,7,509,0,6,310506354,311,1,0,MAŁOPOLSKIE,olkuski,0614002,19.78416667,50.37055556
427,0508001,JRG Opoczno,KP PSP Opoczno,KW PSP Łódź,68794,2,3,0,4656,2649,9,640,1,9,960821022,961,2,0,ŁÓDZKIE,opoczyński,0508001,20.28678611,51.391625
428,0302002,JRG Bychawa,KM PSP Lublin,KW PSP Lublin,37433,0,2,1,1985,1837,7,315,0,6,682158203,683,2,0,LUBELSKIE,lubelski,0302002,22.53416667,51.01222222
429,0305001,JRG Biłgoraj,KP PSP Biłgoraj,KW PSP Lublin,82009,0,3,1,5670,3464,8,940,2,9,1478018662,1479,3,0,LUBELSKIE,biłgorajski,0305001,22.71746667,50.53459167
430,0313001,JRG Łęczna,KP PSP Łęczna,KW PSP Lublin,61833,2,2,2,6951,5135,7,694,2,9,817471876,818,2,0,LUBELSKIE,łęczyński,0313001,22.87006944,51.29991944
431,0324001,JRG Szczebrzeszyn,KM PSP Zamość,KW PSP Lublin,35988,0,0,1,1965,825,7,414,1,8,711424256,712,1,0,LUBELSKIE,zamojski,0324001,22.97233889,50.69761667
432,0314001,JRG Łuków,KP PSP Łuków,KW PSP Lublin,101015,1,2,2,7281,4584,8,629,1,12,1379331756,1380,3,0,LUBELSKIE,łukowski,0314001,22.38467222,51.92521111
433,0306002,JRG 2 Chełm,KM PSP Chełm,KW PSP Lublin,47947,1,3,1,1394,903,7,1010,1,6,973868343,974,1,0,LUBELSKIE,Chełm,0306002,23.48296944,51.14289722
434,0306001,JRG 1 Chełm,KM PSP Chełm,KW PSP Lublin,75954,0,0,0,0,0,9,913,2,7,817586624,818,0,0,LUBELSKIE,Chełm,0306001,23.49505833,51.12724722
435,0801002,JRG nr 2 Opole,KM PSP Opole,KW PSP Opole,97529,1,2,1,5643,3055,11,1443,2,13,577544990,578,2,0,OPOLSKIE,Opole,0801002,17.91680833,50.67479444
436,0919001,JRG Sanok,KP PSP Sanok,KW PSP Rzeszów,82496,0,5,0,2673,2493,11,854,1,11,1231652342,1232,4,0,PODKARPACKIE,sanocki,0919001,22.16677778,49.57177778
437,0905001,JRG Jarosław,KP PSP Jarosław,KW PSP Rzeszów,110504,3,2,0,3148,1614,13,1611,0,13,1021894450,1022,2,0,PODKARPACKIE,jarosławski,0905001,22.70960278,50.00308889
438,0917001,JRG Przeworsk,KP PSP Przeworsk,KW PSP Rzeszów,69036,0,4,0,3785,2349,7,940,1,6,635009586,636,3,0,PODKARPACKIE,przeworski,0917001,22.49616389,50.06058889
439,0920001,JRG nr 1 Stalowa Wola,KP PSP Stalowa Wola,KW PSP Rzeszów,79048,1,2,1,6503,3669,10,453,1,13,530348725,531,1,0,PODKARPACKIE,stalowowolski,0920001,22.05909167,50.577225
440,1601002,JRG nr 2 Szczecin,KM PSP Szczecin,KW PSP Szczecin,90950,4,2,1,9506,5130,15,849,3,14,348008977,349,1,0,ZACHODNIOPOMORSKIE,Szczecin,1601002,14.65468889,53.38316389
441,1601003,JRG nr 3 Szczecin,KM PSP Szczecin,KW PSP Szczecin,93701,5,0,0,0,0,11,833,2,12,98639938,99,0,0,ZACHODNIOPOMORSKIE,Szczecin,1601003,14.49915833,53.45073889
442,1604001,JRG Drawsko Pomorskie,KP PSP Drawsko Pomorskie,KW PSP Szczecin,52020,1,4,0,6996,3350,7,615,2,10,1584296858,1585,4,10,ZACHODNIOPOMORSKIE,drawski,1604001,15.81556389,53.53026389
443,1605001,JRG Goleniów,KP PSP Goleniów,KW PSP Szczecin,46687,1,2,1,6024,2673,8,517,4,4,883605010,884,2,11,ZACHODNIOPOMORSKIE,goleniowski,1605001,14.830525,53.55933889
444,1605002,PJRG Nowogard,KP PSP Goleniów,KW PSP Szczecin,38012,1,2,0,3141,1520,4,342,0,3,931860261,932,1,23,0,0,0,0,0
445,1606001,JRG Gryfice,KP PSP Gryfice,KW PSP Szczecin,55133,2,4,1,8084,4258,7,1465,2,6,1095544847,1096,4,17,ZACHODNIOPOMORSKIE,gryficki,1606001,15.19616667,53.91472222
446,1608001,JRG Kamień Pomorski,KP PSP Kamień Pomorski,KW PSP Szczecin,25269,1,3,1,931,1869,7,432,1,9,595076365,596,3,8,ZACHODNIOPOMORSKIE,kamieński,1608001,14.77578889,53.96264722
447,1617001,JRG Szczecinek,KP PSP Szczecinek,KW PSP Szczecin,83048,1,4,1,8474,3689,9,1108,4,9,2010177924,2011,3,7,ZACHODNIOPOMORSKIE,szczecinecki,1617001,16.69175,53.717
448,0216001,JRG Rypin,KP PSP Rypin,KW PSP Toruń,44249,1,2,0,2174,1501,7,940,0,4,653097821,654,1,0,KUJAWSKO-POMORSKIE,rypiński,0216001,19.43638889,53.06333333
449,1012001,JRG Siemiatycze,KP PSP Siemiatycze,KW PSP Białystok,40196,0,2,1,2710,1687,8,423,7,20,1468697507,1469,2,0,PODLASKIE,siemiatycki,1012001,22.86499722,52.42500278
450,1007001,JRG Kolno,KP PSP Kolno,KW PSP Białystok,34638,0,1,1,2386,1320,7,328,2,9,981892920,982,2,12,PODLASKIE,kolneński,1007001,21.93350833,53.40804444
451,1006002,JRG Hajnówka,KP PSP Hajnówka,KW PSP Białystok,39774,1,2,1,3860,2387,11,672,1,14,1725248258,1726,2,13,PODLASKIE,hajnowski,1006002,23.59104167,52.7438
452,0112002,JRG nr 2 Legnica,KM PSP Legnica,KW PSP Wrocław,64191,2,5,0,14106,8825,9,1220,0,10,332042510,333,1,0,DOLNOŚLĄSKIE,Legnica,0112002,16.19947778,51.20124167
453,0101002,JRG nr 2 Wrocław,KM PSP Wrocław,KW PSP Wrocław,56303,0,5,1,20197,10373,8,1102,0,5,27616684,28,1,0,DOLNOŚLĄSKIE,Wrocław,0101002,17.06448611,51.11711944
454,0101003,JRG nr 3 Wrocław,KM PSP Wrocław,KW PSP Wrocław,75262,0,4,0,12501,7370,14,1692,3,11,127531011,128,1,0,DOLNOŚLĄSKIE,Wrocław,0101003,17.059875,51.09415833
455,0701001,JRG nr   1 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,93096,0,2,0,1526,825,10,915,1,11,39557709,40,1,0,MAZOWIECKIE,Warszawa,0701001,20.99875,52.29319444
456,1004001,JRG Bielsk Podlaski,KP PSP Bielsk Podlaski,KW PSP Białystok,49448,1,2,1,3355,2373,7,463,10,10,1413868048,1414,2,1,PODLASKIE,bielski,1004001,23.19444444,52.76666667
457,0613001,JRG Nowy Targ,KP PSP Nowy Targ,KW PSP Kraków,146625,5,6,1,8291,4907,13,988,2,21,1297936809,1298,6,0,MAŁOPOLSKIE,nowotarski,0613001,19.99646944,49.46516944
458,0909001,JRG Krosno,KP PSP Sanok,KW PSP Rzeszów,149775,1,6,1,14642,6646,18,2723,1,24,971599567,972,5,0,PODKARPACKIE,Krosno,0909001,21.76916667,49.6875
459,0501001,JRG nr 1 Łódź,KM PSP Łódź,KW PSP Łódź,82981,0,1,0,2825,1500,12,1341,0,9,19505329,20,1,0,ŁÓDZKIE,Łódź,0501001,19.45091667,51.78926389
460,0501002,JRG nr 2 Łódź,KM PSP Łódź,KW PSP Łódź,52009,0,1,0,3506,2071,11,1550,4,7,6937863,7,1,0,ŁÓDZKIE,Łódź,0501002,19.45308611,51.77587778
461,0501003,JRG nr 3 Łódź,KM PSP Łódź,KW PSP Łódź,56861,1,5,4,16738,8334,11,1592,1,5,9381873,10,3,0,ŁÓDZKIE,Łódź,0501003,19.45330833,51.76044167
462,0501004,JRG nr 4 Łódź,KM PSP Łódź,KW PSP Łódź,112309,0,4,1,11384,6219,13,1060,2,11,108558947,109,2,0,ŁÓDZKIE,Łódź,0501004,19.512225,51.73497222
463,0501011,JRG nr 11 Łódź,KM PSP Łódź,KW PSP Łódź,69608,0,0,0,0,0,8,741,0,5,28317639,29,0,0,ŁÓDZKIE,Łódź,0501011,19.40495556,51.74435556
464,0501008,JRG nr 8 Łódź,KM PSP Łódź,KW PSP Łódź,48037,2,1,0,2600,1458,8,826,2,7,86483404,87,1,0,ŁÓDZKIE,Łódź,0501008,19.48911111,51.77964444
465,0501010,JRG nr 10 Łódź,KM PSP Łódź,KW PSP Łódź,63883,0,3,1,11765,7509,11,570,2,12,20140447,21,1,0,ŁÓDZKIE,Łódź,0501010,19.41152778,51.80023056
466,0501006,JRG nr 6 Łódź,KM PSP Łódź,KW PSP Łódź,35575,0,1,0,2517,1371,8,406,0,3,36365995,37,1,0,ŁÓDZKIE,Łódź,0501006,19.43521111,51.70506944
467,0501009,JRG nr 9 Łódź,KM PSP Łódź,KW PSP Łódź,63254,0,1,0,2252,1179,8,535,2,4,67458412,68,1,0,ŁÓDZKIE,Łódź,0501009,19.38784444,51.77663611
468,0501007,JRG nr 7 Łódź,KM PSP Łódź,KW PSP Łódź,75269,2,9,1,26093,15366,8,826,1,7,129106185,130,4,0,ŁÓDZKIE,Łódź,0501007,19.48355556,51.71750278
469,0502002,JRG Koluszki,KP PSP w Koluszkach,KW PSP Łódź,38834,0,0,1,1584,785,9,534,1,11,352563547,353,1,0,ŁÓDZKIE,łódzki wschodni,0502002,19.80316667,51.74517222
470,0524001,JRG Brzeziny,KP PSP Brzeziny,KW PSP Łódź,29806,2,2,0,2662,1442,7,489,0,5,338510698,339,2,0,ŁÓDZKIE,brzeziński,0524001,19.74988333,51.81933333
471,0504001,JRG Kutno,KPPSP Kutno,KW PSP Łódź,96119,2,3,1,7946,3805,12,998,2,13,1012949665,1013,3,0,ŁÓDZKIE,kutnowski,0504001,19.35306389,52.23226111
472,0507001,JRG Łowicz,KP PSP Łowicz,KW PSP Łódź,71761,1,2,1,5518,3062,9,634,2,11,961550717,962,2,0,ŁÓDZKIE,łowicki,0507001,19.94111111,52.11635
473,0509001,JRG Pabianice,KP PSP Pabianice,KW PSP Łódź,95008,2,2,1,8202,4504,12,1525,1,12,384120005,385,1,0,ŁÓDZKIE,pabianicki,0509001,19.35506389,51.66327222
474,0513001,JRG Poddębice,KP PSP Poddębice,KW PSP Łódź,39069,1,2,1,3438,1913,7,561,1,5,884955670,885,2,0,ŁÓDZKIE,poddębicki,0513001,18.95352222,51.89238889
